Started at:      12 JUN 12 18:10 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
  13 46     2.2    1901    814.0   10.9  75    6.7  278   5.4

  13 48     2.2    1906    813.6   10.8  75    6.6  278   5.4

  13 50     2.2    1910    813.2   10.8  75    6.6  278   5.4

  13 52     2.1    1914    812.8   10.8  75    6.6  278   5.4

  13 54     2.1    1918    812.4   10.7  75    6.5  278   5.4

  13 56     2.1    1923    812.0   10.7  76    6.7  278   5.4

  13 58     2.1    1927    811.6   10.6  76    6.6  278   5.4

  14  0     2.1    1931    811.2   10.6  76    6.6  278   5.4

  14  2     2.0    1935    810.8   10.6  75    6.4  278   5.4

  14  4     2.0    1938    810.5   10.5  74    6.1  278   5.4

